pmid,line_number,line,entities
39257649,183,Items 95% CI Age  <50 —    ⩾50⁰.790⁰.503–1.241⁰.307  0–1  ⩾2⁲.309ⁱ.353–3.939⁰.002ⁱ.850⁰.964–3.553⁰.064 0.706⁰.403–1.235⁰.222 0.818⁰.539–1.243⁰.348 Ki-67 expression 0.854⁰.486–1.502⁰.854 0.744⁰.347–1.595⁰.744 0.677⁰.398–1.152⁰.151 1.524⁰.994–2.338⁰.055  ⩽12  >12ⁱ.265⁰.725–2.208⁰.408 1.766⁰.888–3.511⁰.105 Liver metastasis 1.751ⁱ.145–2.678⁰.010ⁱ.383⁰.824–2.322⁰.220 Lung metastasis 1.550ⁱ.007–2.385⁰.046⁰.978⁰.532–1.799⁰.943 Bone metastasis 1.281⁰.843–1.946⁰.246 Brain metastasis 1.693ⁱ.061–2.701⁰.027⁰.932⁰.550–1.581⁰.794 Lymph nodes metastasis 1.358⁰.877–2.103⁰.171 Visceral metastasis 2.391ⁱ.270–4.504⁰.007ⁱ.401⁰.578–3.398⁰.456 Number of metastasis sites before inetetamab  1  ⩾2⁲.361ⁱ.283–4.342⁰.006ⁱ.379⁰.676–2.814⁰.376 Number of inetetamab therapy lines  1–2 lines  3–4 lines 1.919ⁱ.162–3.167⁰.011⁰.661⁰.282–1.552⁰.342 3.816⁲.135–6.822⁰.000⁰.824⁰.303–2.243⁰.704  Neoadjuvant therapy period (no vs yes) ,"[{'entity': 'CI', 'type': 'CellLine', 'start': 10, 'end': 12}]"
39257649,207,"In addition, some patients also received treatment with ADCs, including Trastuzumab emtansine (T-DM1) (11.3%), Trastuzumab deruxtecan (DS-8201) (3.8%), Disitamab Vedotin (RC-48) (6.0%), and other ADCs (6.8%). ","[{'entity': 'RC', 'type': 'CellLine', 'start': 171, 'end': 173}]"
39257649,240,"Similarly, findings from the 2023 ESMO meeting even revealed that 77 patients with HER2-positive MBC treated with inetetamab in combination with pyrotinib and vinorelbine had an mPFS of up to 10.03 months (95% CI 6.66–13.41 months) and had an ORR of 62.3% (48/77) and a clinical benefit rate (CBR) of 77.9% (60/77).","[{'entity': 'CI', 'type': 'CellLine', 'start': 210, 'end': 212}]"
39257649,294,"References 1.  Siegel RL, Giaquinto AN, Jemal AN. ","[{'entity': 'RL', 'type': 'CellLine', 'start': 22, 'end': 24}]"
39257649,325,"Inetetamab, a novel anti-HER2 monoclonal antibody, exhibits potent synergistic anticancer effects with cisplatin by inducing pyroptosis in lung adenocarcinoma. ","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 103, 'end': 112}]"
39258005,156,"After that, the cells were washed with PBS for three times and incubated with 100 μL serum-free medium containing 10 μL CCK-8 for 1 h. ","[{'entity': '1 h', 'type': 'Incubation Time (hour)', 'start': 130, 'end': 133}, {'entity': '1 h', 'type': 'Drug treatment duration (hour/day)', 'start': 130, 'end': 133}]"
39258005,305,"References 1.  Siegel RL, Miller KD, Fuchs HE, et al. ","[{'entity': 'RL', 'type': 'CellLine', 'start': 22, 'end': 24}, {'entity': 'KD', 'type': 'CellLine', 'start': 33, 'end': 35}]"
39258005,339,"J Control Release . 2024;371:204–215. doi:10.1016/j.jconrel.2024.05.045ⁱ⁸.  Odda AH, Cheang TY, Alesary HF, et al. ","[{'entity': 'HF', 'type': 'CellLine', 'start': 104, 'end': 106}]"
39258005,344,Carbosilane dendrimers loaded with siRNA targeting Nrf2 as a tool to overcome cisplatin chemoresistance in bladder cancer cells. ,"[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 78, 'end': 87}]"
39258005,361,"Ultrason Sonochem . 2021;79:105769. doi:10.1016/j.ultsonch.2021.105769⁲⁹.  Fan CH, Lin YT, Ho YJ, et al. ","[{'entity': 'YT', 'type': 'CellLine', 'start': 87, 'end': 89}]"
39258005,379,A laser-activated multifunctional targeted nanoagent for imaging and gene therapy in a mouse xenograft model with retinoblastoma Y79 cells. ,"[{'entity': 'Y79', 'type': 'CellLine', 'start': 129, 'end': 132}]"
39258222,61,"Materials and Methods Cell Culture and Drugs The TNBC cell lines, HCC1937 and SUM149PT, were acquired from ATCC (VA, USA) and Asterand Bioscience (MI, USA), respectively. ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 66, 'end': 73}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 78, 'end': 86}]"
39258222,62,HCC1937 cells were cultured in RPMI-1640 culture medium supplemented with 10% fetal bovine serum and 1% penicillin/streptomycin. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 0, 'end': 7}]"
39258222,63,"The SUM149PT cells were maintained in Ham’s F-12 medium supplemented with 10% fetal bovine serum, 1% penicillin/streptomycin, 5μg/mL insulin, and 1 μg/mL hydrocortisone. ","[{'entity': 'SUM149PT', 'type': 'CellLine', 'start': 4, 'end': 12}]"
39258222,64,The U2OS osteosarcoma cells were acquired from ATCC and were cultured in DMEM medium with 10% fetal bovine serum and 1% penicillin/streptomycin. ,"[{'entity': 'U2OS', 'type': 'CellLine', 'start': 4, 'end': 8}]"
39258222,71,Cell Viability and Drug Synergy Assay The HCC1937 and SUM149PT cells were transfected with PARG or c-Myc si-RNA (as described subsequently) or treated with COH34 or IU1-248 alone or in combination for 3 d. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 42, 'end': 49}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 54, 'end': 62}]"
39258222,73,The combined effects were analyzed using the Calcusyn software V2.0 to determine the combination index (CI).,"[{'entity': 'CI', 'type': 'CellLine', 'start': 104, 'end': 106}]"
39258222,75,33  CI < 1 indicates synergism. ,"[{'entity': 'CI', 'type': 'CellLine', 'start': 4, 'end': 6}]"
39258222,101,HCC1937 and SUM149PT TNBC cell lines harboring BRCA1 silencing mutations and resistant to PARP inhibitors were selected.,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 0, 'end': 7}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 12, 'end': 20}]"
39258222,104,"HCC1937 and SUM149PT TNBC cell lines were further treated with the PARG-specific inhibitor, COH34. 15  Treatment with COH34 suppressed cell survival ( Figure 1C D ) and attenuated clonogenic proliferation ( Figure 1E ) in both TNBC cell lines in a concentration-dependent manner. ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 0, 'end': 7}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 12, 'end': 20}]"
39258222,106,Figure 1 A ) The relative cell survival was examined by CCK8 assay for HCC1937 cells ( ) and SUM149PT cells ( ) transfected with si-NC or si-PARG. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 71, 'end': 78}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 93, 'end': 101}]"
39258222,107,PARG protein levels of Western blot analysis are shown. β-Actin was used as a loading control. ( C ) The relative cell survival was examined by CCK8 assay for HCC1937 ( ) and SUM149PT ( ) cells treated with COH34 at different concentrations. ( E ). ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 159, 'end': 166}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 175, 'end': 183}]"
39258222,108,Long-term relative cell viability was measured by crystal violet assay for HCC1937 and SUM149PT cells treated with COH34 at different concentrations.,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 75, 'end': 82}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 87, 'end': 95}]"
39258222,116,"The combination treatment exerted more prominent cytotoxic effects at varying concentrations against BRCA1-mutant, PARPi-resistant HCC1937 and SUM149PT cells ( Figure 2A ). ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 131, 'end': 138}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 143, 'end': 151}]"
39258222,119,"Similarly, knockdown of USP14 with siRNA sensitized HCC1937 and SUM149PT cells to PARGi COH34, as analyzed by the cell viability assay ( Figure 2C ). ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 52, 'end': 59}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 64, 'end': 72}]"
39258222,124,The relative cell survival was examined by CCK8 assay for HCC1937 and SUM149PT cells treated with different concentrations of COH34 and IU1-248 for 72 h. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 58, 'end': 65}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 70, 'end': 78}]"
39258222,126,Long-term relative cell viability was measured by crystal violet assay for HCC1937 and SUM149PT cells treated with 2.5 μM COH34 and 5 μM IU1-248 as single-agents or in combination for 6 days. ( ). ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 75, 'end': 82}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 87, 'end': 95}]"
39258222,127,Relative cell survival was examined by CCK8 assay for HCC1937 cells and SUM149PT cells transfected with si-NC or si-USP14. Cells were treated with or without 2.5 μM COH34 for 72 h. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 54, 'end': 61}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 72, 'end': 80}]"
39258222,129,Flow cytometric apoptosis analysis of HCC1937 and SUM149PT cells following 2.5 μM COH34 and 5 μM IU1-248 as single-agents or in combination for 48 h. ( B-D ).,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 38, 'end': 45}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 50, 'end': 58}, {'entity': '48 h', 'type': 'Incubation Time (hour)', 'start': 144, 'end': 148}]"
39258222,136,"U2OS osteosarcoma cells are frequently used to study DNA damage responses, and U2OS reporter assay models have been established.","[{'entity': 'U2OS', 'type': 'CellLine', 'start': 0, 'end': 4}, {'entity': 'U2OS', 'type': 'CellLine', 'start': 79, 'end': 83}]"
39258222,138,39  The present study directly analyzed changes in HR and NHEJ repair efficiencies in response to COH34/IU1-248 treatment in U2OS cells. ,"[{'entity': 'U2OS', 'type': 'CellLine', 'start': 125, 'end': 129}]"
39258222,139,The U2OS cells were transiently transfected with si-BRCA1 to induce BRCA1 defects. ,"[{'entity': 'U2OS', 'type': 'CellLine', 'start': 4, 'end': 8}]"
39258222,140,"As determined using HR and NHEJ reporter assays, the combination treatment significantly increased the NHEJ activity in BRCA1-mutant U2OS cells, whereas COH34 or IU1-248 used alone moderately induced NHEJ activity ( Figure 3C ). ","[{'entity': 'U2OS', 'type': 'CellLine', 'start': 133, 'end': 137}]"
39258222,143,Figure 3 ) Representative images of immunofluorescent staining for γH2AX ( ) and 53BP1 ( ) in HCC1937 and SUM149PT cells following 1.25 μM COH34 and 2.5 μM IU1-248 as single-agents or in combination for 48 h. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 94, 'end': 101}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 106, 'end': 114}]"
39258222,145,Cells with more than five γH2AX or 53BP1 foci were identified as positive. ( ) NHEJ ( ) and HR ( ) activities in U2OS cells following si-BRCA1 transfection and treatment of 1.25 μM COH34 and 2.5 μM IU1-248 as single-agents or in combination for 48 h were determined by the percentages of EGFP cells in the NHEJ and HR reporter assays. ,"[{'entity': 'U2OS', 'type': 'CellLine', 'start': 113, 'end': 117}]"
39258222,149,HCC1937 and SUM149PT cells with silenced Ku70 expression exhibited a weakened response to the combination of PARGi and USP14i ( ). ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 0, 'end': 7}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 12, 'end': 20}]"
39258222,150,Ku70 knockdown abrogated this synergistic inhibitory effect on the viability of HCC1937 and SUM149PT cells ( Figure 4C ). ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 80, 'end': 87}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 92, 'end': 100}]"
39258222,152,Figure 4 ) Long-term relative cell viability was measured by crystal violet assay for HCC1937 ( ) cells. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 86, 'end': 93}]"
39258222,153,Cells were transfected with si-NC or si-Ku70 and treated with 2.5 μM COH34 and 5 μM IU1-248 as single-agents or in combination for 6 (SUM149PT) or 7 (HCC1937) days. ,"[{'entity': 'SUM149PT', 'type': 'CellLine', 'start': 134, 'end': 142}, {'entity': 'HCC1937', 'type': 'CellLine', 'start': 150, 'end': 157}]"
39258222,154,Ku70 protein levels of Western blot analysis are shown. β-Actin was used as a loading control. ( ) and ( ) The synergistic effect of concomitant PARG and USP14 inhibition in HCC1937 ( ) cells with or without Ku70-knockdown was measured by CCK8 assay after 72 h treatment.,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 174, 'end': 181}]"
39258222,161,"Western blotting analysis revealed that IU1-248, used alone or in combination with COH34, significantly suppressed c-Myc expression in both HCC1937 and SUM149PT cells ( Figure 5A ). ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 140, 'end': 147}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 152, 'end': 160}]"
39258222,162,"The knockdown of c-Myc using siRNA sensitized HCC1937 and SUM149PT cells to COH34, as determined using a cell viability assay ( Figure 5B ). ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 46, 'end': 53}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 58, 'end': 66}]"
39258222,163,"Conversely, ectopic expression of c-Myc abrogated the synergistic cytotoxic effects of IU1-248/COH34 in HCC1937 cells ( Figure 5D ). ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 104, 'end': 111}]"
39258222,164,"Further molecular mechanistic analysis revealed that, compared with observations in the control cells, the HCC1937 cells with c-Myc ectopic expression exhibited an attenuated accumulation of γH2AX foci in response to IU1-248/COH34 combined treatment ( Figure 5E ). ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 107, 'end': 114}]"
39258222,165,"Accordingly, the BRCA1-interfered U2OS cells overexpressing c-Myc also showed downregulated NHEJ activity after the combined treatment ( Figure 5F ). ","[{'entity': 'U2OS', 'type': 'CellLine', 'start': 34, 'end': 38}]"
39258222,167,Western blot analysis of c-Myc in HCC1937 and SUM149PT cells upon treatment with 2.5 μM COH34 and 5 μM IU1-248 as single-agents or in combination for 24 h. β-Actin was used as a loading control. ( ) transfected with si-NC or si-c-Myc. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 34, 'end': 41}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 46, 'end': 54}]"
39258222,169,The relative cell survival of HCC1937 cells with or without c-Myc overexpression was measured by CCK8 assay after treatment with 2.5 μM COH34 and 5 μM IU1-248 as single-agents or in combination for 72 h. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 30, 'end': 37}]"
39258222,171,Representative images of immunofluorescent staining for γH2AX in HCC1937 cells with or without c-Myc overexpression. ,"[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 65, 'end': 72}]"
39258222,175,NHEJ activity in U2OS cells with or without c-Myc overexpression following si-BRCA1 transfection and treatment of 1.25 μM COH34 and 2.5 μM IU1-248 as single-agents or in combination for 48 h were determined by the percentages of EGFP cells in the NHEJ reporter assay. ,"[{'entity': 'U2OS', 'type': 'CellLine', 'start': 17, 'end': 21}]"
39258222,188,"43  Notably, the present study demonstrates for the first time, to the best of our knowledge, that the combined use of COH34 and IU1-248 significantly inhibits cell survival and proliferation and promotes the apoptosis in BRCA1-mutant, PARP inhibitor-resistant HCC1937 and SUM149PT TNBC cells. ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 261, 'end': 268}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 273, 'end': 281}]"
39258222,189,"Compared with observations when each treatment agent was used alone, the combined use of COH34 and IU1-248 had more notable therapeutic efficacy against HCC1937 and SUM149PT TNBC cells. ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 153, 'end': 160}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 165, 'end': 173}]"
39258222,201,"32  In the present study, although increased 53BP1 (activating NHEJ and inhibiting HR of DNA DSBs) foci were observed in response to USP14i treatment in BRCA1-mutant HCC1937 and SUM149PT TNBC cells, it was found that neither USP14i alone nor in combination with PARGi altered the HR activity in BRCA1-depleted U2OS cells. ","[{'entity': 'HCC1937', 'type': 'CellLine', 'start': 166, 'end': 173}, {'entity': 'SUM149PT', 'type': 'CellLine', 'start': 178, 'end': 186}, {'entity': 'U2OS', 'type': 'CellLine', 'start': 310, 'end': 314}]"
39258222,333,"Curr Top Microbiol Immunol . 2006;302:169–203. doi:10.1007/3-540-32952-8_7 49.  Li Z, Owonikoko TK, Sun SY, et al. c-Myc suppression of DNA double-strand break repair. ","[{'entity': 'TK', 'type': 'CellLine', 'start': 96, 'end': 98}]"
39258403,57,"KGaA The complex tumor microenvironment constitutes a variety of barriers to prevent nanoparticles (NPs) delivery and results in extremely low accumulation of nanomedicines in solid tumors.  Here, a newly developed size-changeable collagenase-modified polymer micelle is employed to enhance the penetration and retention of nanomedicine in deep tumor tissue.  The TCPPB micelle is first formed by self-assembly of maleimide-terminated poly(ethylene glycol)-block-poly(β-amino ester) (MAL-PEG-PBAE) and succinic anhydride-modified cisplatin-conjugated poly(ε-caprolactone)-block-poly(ethylene oxide)-triphenylphosphonium (CDDP-PCL-PEO-TPP).  Next, Col-TCPPB NPs are prepd. through a ""click"" chem. combination of thiolated collagenase and maleimide groups on TCPPB micelle.  Finally, biocompatible chondroitin sulfate (CS) is coated to obtain CS/Col-TCPPB NPs for avoiding collagenase inactivation in blood circulation.  In tumor acidic microenvironment, the hydrophobic PBAE segments of the resultant micelles become hydrophilic, leading to a dissocn. and subsequent dissoln. of partial collagenase-contg. components (Col-PEG-PBAE) from NPs.  The dissolved Col-PEG-PBAE promotes the digestion of collagen fibers in tumor tissue like a scavenger, which enhances the NPs penetration.  Simultaneously, the increased hydrophilicity of residual Col-PEG-PBAE in the micellar matrix causes an expansion of the NPs, resulting in an enhanced intratumoral retention.  In tumor cells, the NPs target to release the cisplatin drugs into mitochondria, achieving an excellent anticancer efficacy.","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 530, 'end': 539}, {'entity': 'Cisplatin', 'type': 'Drug', 'start': 1503, 'end': 1512}]"
39258403,189,";  A NIR light triggered disintegratable nanoplatform for enhanced penetration and chemotherapy in deep tumor tissues Biomaterials 245 119840                 10.1016/j.biomaterials.2020.119840⁲⁲ Xiong, Xiang; Xu, Zeng; Huang, Huabei; Wang, Yi; Zhao, Jingya; Guo, Xing; Zhou, Shaobing BIMADU 0142-9612 Poor penetration and resultant low accumulation of nanomedicines in deep tumor tissues greatly reduce the chemotherapeutic efficiency.  How to maximize the tumor accumulation is still a great challenge in the development of nanocarriers.  Here, we developed a cyclic Arg-Gly-Asp-Phe-Lys peptide (cRGD) modified and near-IR (NIR) light triggered disintegratable liposomal nanoplatform (PAM/Pt@IcLipo), where photosensitizer indocyanine green (ICG) was loaded in the out layer and polyamindoamine (PAMAM) dendrimers grafting cisplatin prodrug (PAM/Pt) were encapsulated inside.  The cRGD ligands render the liposomes to target αvβ3 integrin receptors overexpressed by vascular endothelial cells in tumor tissues.  Long blood circulation can be achieved owing to the relative large size (∼162 nm) of the liposomes.  When irradiated by NIR light locally at tumor site, ICG heating detonated the thermosensitive liposomes to release the small sized PAM/Pt nanoparticles (∼8.6 nm), which were capable of penetrating into the deep tumor tissue.  The in vivo results also showed that the PAM/Pt@IcLipo could significantly improve the penetration of cisplatin drug in deep tumor tissues under NIR light irradn., resulting in an excellent antitumor activity.  This nanoplatform solved the dilemma of long blood circulation of large sized nanoparticles and deep penetration of small sized nanoparticles, opening up a new strategy in the development of nanomedicines for cancer therapy.","[{'entity': 'Cisplatin', 'type': 'Drug', 'start': 824, 'end': 833}, {'entity': 'Cisplatin', 'type': 'Drug', 'start': 1442, 'end': 1451}]"
39258403,377,"Hyaluronic acid controls the uptake pathway and intracellular trafficking of an octaarginine-modified gene vector in CD44 positive- and CD44 negative-cells 2015 52 198                 10.1016/j.biomaterials.2015.02.027⁳⁷ Yamada, Yuma; Hashida, Masahiro; Harashima, Hideyoshi 189-198 The cellular uptake pathway for a gene vector is an important factor in transgene expression.  We previously constructed an original gene vector, multifunctional envelope-type nano device (MEND).  The use of octaarginine (R8), a cell-penetrating peptide dramatically enhanced the transfection activity of the MEND since efficient cellular uptake via macropinocytosis, while the R8 should overcome its poor cell selectivity.  Here we prepd. an R8-MEND equipped with GALA (a peptide for endosomal escape) (R8/GALA-MEND) coated with hyaluronic acid (HA) (HA-R8/GALA-MEND), a natural ligand for cancer cells overexpressing CD44.  We investigated the cellular uptake pathway of the HA-R8/GALA-MEND and the R8/GALA-MEND using HCT116 cells overexpressing CD44.  Both carriers were taken up by cells mainly via macropinocytosis, whereas only the HA-R8/GALA-MEND was partially internalized into cells via a CD44-mediated pathway.  Investigation of transgene expression showed that the HA-R8/GALA-MEND had a high transfection activity in HCT116 cells via both macropinocytotic and CD44-mediated pathways.  On the other hand, the value for the HA-R8/GALA-MEND was significantly decreased compared with the value for the R8/GALA-MEND in NIH3T3 cells (CD44-neg. cells).  These findings indicate that the HA-coating controls the intracellular pathway for R8-modified nanocarriers, and that a CD44-mediated pathway is an important route for transgene expression.","[{'entity': 'HCT116', 'type': 'CellLine', 'start': 1003, 'end': 1009}, {'entity': 'HCT116', 'type': 'CellLine', 'start': 1311, 'end': 1317}]"
39258403,754,"For apoptosis assays, 4T1 cells (1 × 10⁵  cells/well) were incubated with PBS, DOX, HA-DOX NPs, or HA-DOX-JSK NPs (DOX 16 μg/mL) for 24 h. ","[{'entity': '1 × 10⁵  cells/well', 'type': 'Cell Density (cells/well)', 'start': 33, 'end': 52}, {'entity': '24 h', 'type': 'Incubation Time (hour)', 'start': 133, 'end': 137}]"
39259941,317,"Curcumin loaded poly (lactic-co-glycolic) acid nanofiber for the treatment of carcinoma Colloids Surf., B 117 128 134                 10.1016/j.colsurfb.2014.02.020⁳⁷ Sampath, Malathi; Lakra, Rachita; Korrapati, PurnaSai; Sengottuvelan, Balasubramanian Colloids and Surfaces, B: Biointerfaces 128-134 CSBBEQ 0927-7765 Poly (DL-lactic-co-glycolic) acid [PLGA] copolymers with different ratios (78/22, 68/32 and 61/39) and mol. wt. (15,400, 11,000 and 10,000 Da) were synthesized and characterized by 1H NMR, FTIR, GPC and TGA-DTA studies.  Curcumin loaded PLGA with the size of 100-300 nm were obtained by electrospinning in which no visible aggregation obsd. on the surface.  The diam. of CPNF (61/39) nanofiber obtained from the topog. imaging by AFM is 160 ± 10 nm.  The water contact angle measurements indicate that an increase in GA content results in increase in the hydrophilicity of the PLGA copolymer.  The in vitro release profile and release kinetics from the CPNF demonstrated a sustained release of curcumin from CPNF.  The release profile follows Korsmeyer-Peppas model suggesting a combination of surface drug dissoln. and non-Fickian diffusion as a major drug release mechanism.  The effect of CPNF on cell viability was assessed by the MTT (3-[4,5-dimethylthiazol-2-yl] ","[{'entity': 'DL', 'type': 'CellLine', 'start': 324, 'end': 326}]"
39259941,318,"2,5-diphenyltetrazolium bromide) assay to examine the cytotoxic effect of released curcumin on A431 cells in vitro.","[{'entity': 'A431', 'type': 'CellLine', 'start': 95, 'end': 99}]"
39259941,362,"CMEJAJ 1385-8947 In the present work, novel dual drug loaded - anionic graphene oxide/cationic polyethyleneimine/poly anionic dextran sulfate (GO/PEI/DS) was synthesized by a layer-by-layer self-assembly technique for transdermal anti-cancer drug delivery.  Doxorubicin (DOX) was loaded onto folic acid conjugated graphene oxide (GO) and methotrexate (MTX) was loaded onto dextran sulfate (DS).  The drug carrier was characterized by fourier transform IR spectroscopy, x-ray diffraction spectroscopy, dynamic light scattering anal., SEM, at. force microscopy, transmission electron microscopy, zeta-potential anal., drug loading and encapsulation efficiency, equil. swelling studies, in vitro drug release studies, hemocompatibility assays, in vitro cytotoxicity assay, skin irritation studies, ex vivo skin permeation studies and in vivo pharmacokinetic studies.  The cytotoxicity of synthesized materials was evaluated against MCF-7 breast cancer cells using an MTT assay and apoptosis assay.  The synergistic effect of DOX and MTX to inhibit the growth of cancer cells was also confirmed.  The final dual drug-loaded carrier showed a cell viability of 36.38% towards MCF-7 cancer cells while it showed a cell viability of >87.65% towards normal L929 cell lines.  The in vivo pharmacokinetic studies in Wistar rats through oral and transdermal routes of administration, the transdermal route of administration of dual drug-loaded material provided a sustained and prolonged drug existence in the blood circulation system.  The mean residence time of drugs in the bloodstream via oral administration was 83.98 ± 3.71 h, while that of the transdermal route of administration was 149.62 ± 6.11 h.  The results revealed that the synthesized dual drug-loaded material showed a good pH-dependent controlled and sustained release profile for both DOX and MTX via the transdermal route of administration in comparison with oral delivery.","[{'entity': 'SEM', 'type': 'CellLine', 'start': 533, 'end': 536}, {'entity': '3.71 h', 'type': 'Incubation Time (hour)', 'start': 1613, 'end': 1619}, {'entity': '6.11 h', 'type': 'Incubation Time (hour)', 'start': 1688, 'end': 1694}]"
39259941,473,"175                 10.1016/j.ijbiomac.2013.03.058⁵⁵ Adsorbent for hydroquinone removal based on graphene oxide functionalized with magnetic cyclodextrin-chitosan Li, Leilei; Fan, Lulu; Sun, Min; Qiu, Huamin; Li, Xiangjun; Duan, Huimin; Luo, Chuannan 169-175 IJBMDR 0141-8130 Magnetic cyclodextrin-chitosan/graphene oxide (CCGO) with high surface area was synthesized via a simple chem. bonding method.  The characteristics results of FTIR, SEM, TEM and XRD showed that CCGO was prepd.  The large satn. magnetization (22.35 emu/g) of the synthesized nanoparticles allows fast sepn. of the CCGO from liq. suspension.  These composites could efficiently remove hydroquinone from simulated wastewater with a facile subsequent solid-liq. sepn. because of their large area, abundant hydroxyl and amino groups with handy operation, and hydrophobicity.  The hydroquinone removal process was found to obey the Freundlich adsorption model and its kinetics followed pseudo-second-order rate equation.  The hydroquinone removal mechanism of CCGO might be attributed to the electrostatic adsorption of hydroquinone in the form of neg. charged hydroquinone by pos. charged chitosan, accompanying hydroquinone absorbed by cavities of the cyclodextrin, and forming hydrogen bonds between hydroquinone and the hydroxyl groups on the surface of CCGO.  The used CCGO could be recovered with ethanol.  This study provides a promising nanostructured adsorbent with easy sepn. property for heavy metal ions removal.","[{'entity': 'SEM', 'type': 'CellLine', 'start': 441, 'end': 444}]"
39259941,602,"The doxorubicin-loaded carrier was characterized by Fourier transform infrared (FTIR) spectroscopy, nuclear magnetic resonance (NMR) spectroscopy, ultraviolet–visible (UV–vis) spectroscopy, zeta potential analysis, dynamic light scattering (DLS), scanning electron microscopy (SEM), and transmission electron microscopy (TEM). ","[{'entity': 'SEM', 'type': 'CellLine', 'start': 277, 'end': 280}]"
39259941,910,3.1.5.  Scanning Electron Microscopy (SEM) ,"[{'entity': 'SEM', 'type': 'CellLine', 'start': 38, 'end': 41}]"
39259941,1008,"The size of the drug-loaded final material was determined by DLS, SEM, and TEM analytical methods as 135.8 ± 2.2 nm, in the range of the nano level, which shows its efficacy toward drug loading capacity and active drug delivery. ","[{'entity': 'SEM', 'type': 'CellLine', 'start': 66, 'end': 69}]"
39261596,42,"All error bars show +/−SEM, *** P  < 0.001, ****  < 0.0001. Full size image In addition to previously identified genes involved in cytokine responses [ ], we identified the gene  Cbfβ  among our most significantly enriched sgRNA. ","[{'entity': 'SEM', 'type': 'CellLine', 'start': 23, 'end': 26}]"
39261596,75,"WT human breast cancer MCF10A tumour cells [ 8 ], showing common DEGs across all three cell lines. ","[{'entity': 'MCF10A', 'type': 'CellLine', 'start': 23, 'end': 29}]"
39261596,76,"F G  and   MC38 tumour cells, measured by ICP-MS, unpaired t-test,   vs.   MC38 tumour cells, columns represent replicate samples. *  < 0.05, **  < 0.01, ***  < 0.001. We next investigated the applicability of our results to human cancer by comparing our DEG analyses in mouse MC38 and E0771 cancer cells to a published RNA-seq dataset from wildtype and CBFβ deficient human breast cancer cells (MCF10A) [ ]. ","[{'entity': 'MCF10A', 'type': 'CellLine', 'start': 396, 'end': 402}]"
